1.000000000000000000e+03 1.467799267622069010e+03 2.154434690031884656e+03 3.162277660168379498e+03 4.641588833612777307e+03 6.812920690579608163e+03 1.000000000000000000e+04 1.467799267622067600e+04 2.154434690031882201e+04 3.162277660168379225e+04 4.641588833612772578e+04 6.812920690579607617e+04 1.000000000000000000e+05 1.467799267622067418e+05 2.154434690031882201e+05 3.162277660168379080e+05 4.641588833612772869e+05 6.812920690579607617e+05 1.000000000000000000e+06 1.467799267622067593e+06 2.154434690031882375e+06 3.162277660168379080e+06 4.641588833612772636e+06 6.812920690579608083e+06 1.000000000000000000e+07
2.394677257977529880e-02 2.508389845171619947e-02 2.044851131831649377e-02 4.198318270134027141e-02 5.200465364587555928e-02 7.103157651325520128e-02 9.918221473663334231e-02 1.369069108337722940e-01 2.098423796890739323e-01 2.726974903100521930e-01 4.015539931782379779e-01 5.365753556845204164e-01 6.957226578486216395e-01 8.434207249182296140e-01 9.489374444573537293e-01 1.022192605610933391e+00 1.082159725617976687e+00 1.114163956612202799e+00 1.130431538064524455e+00 1.155149704691161849e+00 1.163541537164006323e+00 1.175385769568499494e+00 1.167372850883035884e+00 1.178721965558111817e+00 1.192201304777050552e+00
9.825116050173440113e-03 1.132195484152050124e-02 2.491864206985719074e-02 2.863450041496925710e-02 4.665715244976632869e-02 6.456492566877730654e-02 9.311106051460009414e-02 1.422577350414656328e-01 1.915238880821143186e-01 2.803547115021915448e-01 3.785873041338254086e-01 5.217770081340687982e-01 6.968126807415314650e-01 8.284531903432026390e-01 9.252173521998310335e-01 1.015323309213754799e+00 1.055197292917420926e+00 1.108440455358861598e+00 1.137448835850467743e+00 1.142439328983100300e+00 1.147779562155010202e+00 1.162082251934470012e+00 1.169323229900821826e+00 1.165553310096166140e+00 1.184312177095510510e+00
1.986571503183317752e-02 3.449163070630992256e-02 5.051342969994369186e-02 5.817259814725483924e-02 4.252825046008701371e-02 8.779122686906906670e-02 1.056603610950622857e-01 1.598344968094522478e-01 2.152406992318932621e-01 2.988048595344300340e-01 4.010222272210227090e-01 5.341700239734511468e-01 6.954094189120979541e-01 8.007966814023272928e-01 9.323349362366362136e-01 1.020226612843455394e+00 1.069641228135480127e+00 1.107019797653113757e+00 1.133049968305770427e+00 1.144948217224887932e+00 1.164638268531758447e+00 1.169264252113505265e+00 1.175041771816198066e+00 1.184727969626648614e+00 1.193567803111769576e+00
2.610449283930772399e-02 1.148805685119653509e-02 3.911057106903803593e-02 3.794188179393818972e-02 7.155643242677718618e-02 8.707977042413649060e-02 1.279878221655613713e-01 1.461452498289521618e-01 2.090269382031410550e-01 2.605024429899528426e-01 3.658061312544292898e-01 5.116223302864456590e-01 6.639309241702635589e-01 8.064748041709406401e-01 9.223944378176981429e-01 1.011865139556533677e+00 1.058517666417026604e+00 1.092563160616329299e+00 1.110634505211352652e+00 1.130097480351645700e+00 1.134407012197949260e+00 1.135483774792634293e+00 1.167508387269570402e+00 1.190590814924848750e+00 1.198843312178133891e+00
2.804708646843733291e-02 2.040470143845609860e-02 3.144201210081985082e-02 2.858692221413721476e-03 4.432908707374350749e-02 5.268972139540976235e-02 9.853974677391566517e-02 1.253476362568915481e-01 1.815410653121787288e-01 2.239500592629601605e-01 3.427680455571455731e-01 4.650481616883028746e-01 6.256677178241680792e-01 7.652828179195739766e-01 8.890429080029751407e-01 9.776919919149434923e-01 1.067817732591406887e+00 1.151679033321974410e+00 1.187930117087198756e+00 1.182092664826462913e+00 1.204328607765039250e+00 1.208626033898717367e+00 1.207772707880042873e+00 1.223867677014984778e+00 1.241835492923672346e+00
6.722314198519906310e-03 1.882285328775878605e-02 8.137593500408425023e-03 1.947000744799766772e-02 3.030811670972031677e-02 5.683211453574801841e-02 6.410292533749999133e-02 9.937723833036303522e-02 1.732814676391261910e-01 2.327996023172170803e-01 3.233230129065148839e-01 4.625784285007299990e-01 5.977046880154691655e-01 7.506755241478269003e-01 8.837307061330386126e-01 9.535490577432104153e-01 1.035178757297847030e+00 1.058188022942557538e+00 1.083594543546160471e+00 1.108612760343741455e+00 1.121379703145831463e+00 1.131396308813060303e+00 1.133364406487972875e+00 1.133257969683362232e+00 1.158237811584983845e+00
2.228086857302925827e-02 2.254972828236866123e-02 1.803292950379341980e-02 2.139106670960099973e-02 3.491353128824442598e-02 5.335584930138471960e-02 8.345908337080010231e-02 1.070548353323491075e-01 1.473099164310934794e-01 2.094395772033774417e-01 3.147136603251627918e-01 4.305672058832674676e-01 5.858034421877335030e-01 7.338652071712145064e-01 8.602699474514172717e-01 9.613838027717761525e-01 1.026423889856555860e+00 1.066661882730790767e+00 1.101289738433337773e+00 1.111436155697306472e+00 1.122780696849388082e+00 1.125099884981618725e+00 1.126171926058896933e+00 1.137306359303915215e+00 1.154082421873645403e+00
-4.815869243364281384e-03 1.039188391212914411e-02 1.259876473987804092e-02 2.795135630609991290e-02 1.466417329044221798e-02 4.369504997364647564e-02 7.371565748230052284e-02 1.188010098736924508e-01 1.474885832178792211e-01 2.068632054011099175e-01 3.064227623166751457e-01 4.106016820261325639e-01 5.555076862028445195e-01 7.041148993646204612e-01 8.240343271759694721e-01 9.398214313393266073e-01 1.012364723399107769e+00 1.050649520621336430e+00 1.081797781250631418e+00 1.087602367407089821e+00 1.103151383539948682e+00 1.116085991438229064e+00 1.114633023194133710e+00 1.115425067088401390e+00 1.151434963308931136e+00
1.060041601924483975e-02 3.002998283902908946e-02 2.812007965777943083e-02 4.829918453455016303e-02 7.367783155807582085e-02 7.241176520310563247e-02 9.663512186686494532e-02 1.163513930938371854e-01 1.604043091498294493e-01 2.225353519915660994e-01 2.852729351763232946e-01 4.083305930658253091e-01 5.607230915430835294e-01 6.971074179334056931e-01 8.358615596536410619e-01 9.272273083965093532e-01 1.010046221836318647e+00 1.065557209543176009e+00 1.086021049661506144e+00 1.101071553935529801e+00 1.123112423497994339e+00 1.139366549472198731e+00 1.129065996061594301e+00 1.154200594151411075e+00 1.179407068129638914e+00
